username,group_number,outstanding,very_good,good,fair,needs_improvement
uid3,3,15,35,45,5,0
uid20,3,80,10,10,0,0
uid4,3,80,20,0,0,0
uid18,3,90,5,5,0,0
uid19,3,90,10,0,0,0
uid7,3,90,10,0,0,0
uid8,2,0,50,50,0,0
uid17,3,80,10,10,0,0
uid11,2,50,50,0,0,0
uid5,3,50,50,0,0,0
uid10,3,5,90,5,0,0
uid9,3,95,5,0,0,0
uid11,3,80,20,0,0,0
uid6,3,60,20,20,0,0
uid13,3,40,60,0,0,0
uid1,4,90,10,0,0,0
uid2,3,30,60,10,0,0
uid14,4,50,40,10,0,0
uid6,4,40,30,20,10,0
uid19,4,10,90,0,0,0
uid9,4,100,0,0,0,0
uid10,4,99,1,0,0,0
uid2,4,50,50,0,0,0
uid15,4,0,80,20,0,0
uid12,4,95,5,0,0,0
uid4,4,70,30,0,0,0
uid18,4,90,10,0,0,0
uid20,4,50,40,10,0,0
uid7,4,95,5,0,0,0
uid5,4,0,100,0,0,0
uid3,4,90,10,0,0,0
uid13,4,20,70,10,0,0
uid17,4,10,90,0,0,0
uid16,4,50,30,10,5,5
uid8,4,90,10,0,0,0
uid6,5,30,20,20,20,10
uid14,5,50,40,10,0,0
uid20,5,0,40,40,20,0
uid12,5,95,5,0,0,0
uid8,5,90,10,0,0,0
uid7,5,95,5,0,0,0
uid18,5,100,0,0,0,0
uid8,3,100,0,0,0,0
uid4,5,0,5,95,0,0
uid3,5,40,40,20,0,0
uid2,5,10,90,0,0,0
uid15,5,90,10,0,0,0
uid13,5,50,50,0,0,0
uid5,5,10,80,10,0,0
uid11,4,50,50,0,0,0
uid17,5,10,70,20,0,0
uid10,5,100,0,0,0,0
uid9,5,100,0,0,0,0
uid6,6,50,20,20,10,0
uid1,5,100,0,0,0,0
uid16,3,50,40,10,0,0
uid11,5,90,10,0,0,0
uid19,5,20,80,0,0,0
uid1,6,80,20,0,0,0
uid20,6,10,20,50,20,0
uid13,6,15,45,40,0,0
uid12,6,0,80,20,0,0
uid4,6,0,0,100,0,0
uid19,6,0,30,70,0,0
uid15,6,0,0,50,50,0
uid18,6,10,90,0,0,0
uid7,6,80,20,0,0,0
uid3,6,40,30,30,0,0
uid5,6,0,80,20,0,0
uid17,6,10,70,20,0,0
uid8,6,0,50,50,0,0
uid11,6,0,40,60,0,0
uid10,6,0,60,40,0,0
uid9,6,0,90,10,0,0
uid14,6,20,60,10,10,0
uid16,5,30,70,0,0,0
uid2,6,0,20,80,0,0
uid1,7,90,10,0,0,0
uid6,7,10,90,0,0,0
uid12,7,20,80,0,0,0
uid4,7,100,0,0,0,0
uid14,7,10,40,40,10,0
uid15,7,0,100,0,0,0
uid18,7,90,10,0,0,0
uid7,7,90,10,0,0,0
uid11,7,100,0,0,0,0
uid2,7,0,80,20,0,0
uid5,7,50,50,0,0,0
uid8,7,100,0,0,0,0
uid17,7,10,90,0,0,0
uid16,6,0,0,80,20,0
uid10,7,99,1,0,0,0
uid9,7,97,3,0,0,0
uid16,7,80,20,0,0,0
uid13,7,70,25,5,0,0
uid20,7,85,10,5,0,0
uid6,8,10,80,10,0,0
uid19,7,100,0,0,0,0
uid14,8,10,45,40,5,0
uid1,8,90,10,0,0,0
uid18,8,100,0,0,0,0
uid7,8,85,15,0,0,0
uid16,8,0,60,40,0,0
uid5,8,20,80,0,0,0
uid17,8,10,80,10,0,0
uid8,8,0,80,20,0,0
uid15,8,0,100,0,0,0
uid9,8,0,100,0,0,0
uid12,8,50,50,0,0,0
uid4,8,100,0,0,0,0
uid11,8,100,0,0,0,0
uid13,8,15,60,25,0,0
uid2,8,50,50,0,0,0
uid20,8,20,50,30,0,0
uid1,9,90,10,0,0,0
uid9,9,0,80,20,0,0
uid6,9,20,60,10,10,0
uid4,9,100,0,0,0,0
uid3,8,70,30,0,0,0
uid12,9,90,10,0,0,0
uid14,9,15,70,15,0,0
uid19,8,10,80,10,0,0
uid3,9,70,25,5,0,0
uid3,7,90,10,0,0,0
uid20,9,10,30,60,0,0
uid5,9,0,20,80,0,0
uid13,9,20,30,50,0,0
uid19,9,80,20,0,0,0
uid11,9,0,80,20,0,0
uid8,9,0,50,50,0,0
uid16,9,20,20,60,0,0
uid10,9,0,60,40,0,0
uid15,9,0,70,30,0,0
uid17,9,10,80,10,0,0
uid10,8,0,100,0,0,0
uid18,9,100,0,0,0,0
uid7,9,90,10,0,0,0
uid14,10,20,60,20,0,0
