username,Duration (in seconds),age,gender,satf1,satf2,satf3,satf4,satf5,satf6,iol1,iol2,iol3,iol4,imn1,imn2,imn3,imn4,fatig1,fatig2,fatig3,fatig4,fatig5
uid1,143,24.0,M,2,1,1,4,2,4,3,3,6,3,1,3,1,4,3,3,2,2,2
uid2,116,24.0,F,1,1,1,4,3,4,3,3,3,5,2,2,2,4,6,5,2,2,2
uid3,254,23.0,F,1,1,2,5,2,4,2,3,3,2,2,2,2,2,4,3,3,5,5
uid4,584,25.0,F,2,2,2,3,2,4,3,6,3,6,4,2,2,4,6,5,3,2,5
uid6,361,24.0,F,1,2,2,5,2,3,2,2,6,2,3,2,1,3,4,3,4,3,3
