username,Duration (in seconds),age,gender,satf1,satf2,satf3,satf4,satf5,satf6,iol1,iol2,iol3,iol4,imn1,imn2,imn3,imn4,fatig1,fatig2,fatig3,fatig4,fatig5
uid3,188,23.0,F,1,1,1,2,2,2,6,6,6,6,1,2,1,4,7,7,2,2,3
uid4,163,24.0,M,2,2,1,5,3,4,6,6,5,6,2,3,1,4,6,6,2,2,3
