username,group_number,outstanding,very_good,good,fair,needs_improvement
uid3,1,10,80,10,0,0
uid8,1,100,0,0,0,0
uid11,1,0,100,0,0,0
uid14,1,0,15,70,15,0
uid15,1,90,10,0,0,0
uid10,1,10,90,0,0,0
uid24,1,100,0,0,0,0
uid20,1,100,0,0,0,0
uid1,1,30,40,30,0,0
uid6,1,90,10,0,0,0
uid21,1,75,15,10,0,0
uid5,1,50,40,10,0,0
uid12,1,0,30,50,20,0
uid7,1,40,30,30,0,0
uid22,1,10,20,70,0,0
uid13,1,40,20,10,20,10
uid2,1,10,80,10,0,0
uid17,1,20,50,20,5,5
uid4,1,95,5,0,0,0
uid23,1,80,20,0,0,0
uid18,1,70,30,0,0,0
uid9,7,40,45,10,5,0
uid16,1,50,30,10,10,0
uid19,1,20,65,10,5,0
uid8,2,0,0,100,0,0
uid10,2,95,5,0,0,0
uid24,2,0,50,50,0,0
uid17,2,15,60,10,10,5
uid2,2,60,40,0,0,0
uid13,2,70,20,10,0,0
uid16,2,80,20,0,0,0
uid11,2,70,30,0,0,0
uid19,2,5,40,50,5,0
uid6,2,40,40,20,0,0
uid9,2,10,15,60,15,0
uid1,2,70,30,0,0,0
uid18,2,10,70,20,0,0
uid3,2,10,90,0,0,0
uid23,2,0,80,20,0,0
uid20,2,0,100,0,0,0
uid7,2,60,40,0,0,0
uid15,2,100,0,0,0,0
uid5,2,20,50,30,0,0
uid5,3,80,20,0,0,0
uid13,3,30,60,10,0,0
uid2,3,20,60,20,0,0
uid22,2,10,80,10,0,0
uid21,3,80,10,10,0,0
uid6,3,20,40,40,0,0
uid3,3,10,20,70,0,0
uid11,3,80,20,0,0,0
uid7,3,0,90,10,0,0
uid14,2,50,40,10,0,0
uid1,3,15,35,50,0,0
uid17,3,10,20,45,20,5
uid20,3,0,100,0,0,0
uid23,3,0,70,30,0,0
uid18,3,10,70,20,0,0
uid16,3,70,30,0,0,0
uid10,3,10,90,0,0,0
uid12,3,10,10,80,0,0
uid14,3,10,60,30,0,0
uid22,3,0,10,80,10,0
uid19,3,40,50,10,0,0
uid9,3,25,38,20,17,0
uid8,3,100,0,0,0,0
uid24,3,100,0,0,0,0
uid4,2,94,6,0,0,0
uid4,3,100,0,0,0,0
uid15,3,50,50,0,0,0
uid12,2,10,60,30,0,0
uid21,4,90,5,5,0,0
uid1,4,20,60,20,0,0
uid16,4,60,30,10,0,0
uid21,2,90,5,5,0,0
uid6,4,30,40,30,0,0
uid18,4,10,60,30,0,0
uid7,4,20,40,40,0,0
uid2,4,0,10,60,30,0
uid12,4,0,40,60,0,0
uid23,4,0,60,40,0,0
uid14,4,0,30,50,20,0
uid17,4,15,30,35,15,5
uid10,4,10,90,0,0,0
uid4,4,90,10,0,0,0
uid11,4,90,10,0,0,0
uid20,4,0,0,100,0,0
uid19,4,10,30,55,5,0
uid24,4,0,50,50,0,0
uid9,4,10,30,40,20,0
uid8,4,0,0,100,0,0
uid15,4,100,0,0,0,0
uid13,4,80,20,0,0,0
uid3,4,10,25,65,0,0
uid6,5,70,30,0,0,0
uid21,5,100,0,0,0,0
uid2,5,80,20,0,0,0
uid3,5,10,90,0,0,0
uid17,5,10,25,50,10,5
uid20,5,100,0,0,0,0
uid11,5,100,0,0,0,0
uid13,5,20,50,20,10,0
uid23,5,80,20,0,0,0
uid8,5,100,0,0,0,0
