user_id,score,lag,session_id,primacy,recency,total_comparisons,norm_primacy,norm_recency
uid9_17,4,5,17,0,1,1,0.0,1.0
uid9_17,5,3,17,1,0,1,1.0,0.0
uid1_18,4,1,18,1,0,1,1.0,0.0
uid1_18,4,2,18,1,1,2,0.5,0.5
uid1_18,4,3,18,1,0,1,1.0,0.0
uid1_18,4,4,18,1,0,1,1.0,0.0
uid1_18,4,5,18,1,0,1,1.0,0.0
uid1_18,5,2,18,0,1,1,0.0,1.0
uid10_18,4,2,18,1,0,1,1.0,0.0
uid10_18,4,3,18,0,1,1,0.0,1.0
uid10_18,4,5,18,0,1,1,0.0,1.0
uid10_18,5,2,18,1,0,1,1.0,0.0
uid11_18,5,1,18,1,2,3,0.3333333333333333,0.6666666666666666
uid11_18,5,2,18,1,1,2,0.5,0.5
uid11_18,5,3,18,1,1,2,0.5,0.5
uid11_18,5,4,18,1,1,2,0.5,0.5
uid11_18,5,5,18,0,1,1,0.0,1.0
uid12_18,3,4,18,0,1,1,0.0,1.0
uid12_18,4,4,18,1,0,1,1.0,0.0
uid12_18,5,1,18,0,1,1,0.0,1.0
uid13_18,3,3,18,1,0,1,1.0,0.0
uid13_18,4,2,18,0,1,1,0.0,1.0
uid14_18,4,1,18,1,1,2,0.5,0.5
uid14_18,4,2,18,1,0,1,1.0,0.0
uid14_18,5,2,18,0,1,1,0.0,1.0
uid15_18,4,1,18,0,1,1,0.0,1.0
uid15_18,4,2,18,1,0,1,1.0,0.0
uid15_18,4,3,18,0,1,1,0.0,1.0
uid15_18,5,2,18,1,0,1,1.0,0.0
uid16_18,4,1,18,1,1,2,0.5,0.5
uid16_18,4,2,18,0,1,1,0.0,1.0
uid16_18,5,1,18,1,1,2,0.5,0.5
uid16_18,5,2,18,0,1,1,0.0,1.0
uid17_18,3,2,18,1,0,1,1.0,0.0
uid17_18,4,2,18,0,2,2,0.0,1.0
uid17_18,4,4,18,0,1,1,0.0,1.0
uid18_18,4,1,18,0,1,1,0.0,1.0
uid18_18,5,1,18,0,1,1,0.0,1.0
uid18_18,5,3,18,1,0,1,1.0,0.0
uid18_18,5,4,18,1,0,1,1.0,0.0
uid19_18,3,3,18,1,0,1,1.0,0.0
uid19_18,4,1,18,1,0,1,1.0,0.0
uid19_18,4,2,18,0,1,1,0.0,1.0
uid19_18,4,3,18,0,1,1,0.0,1.0
uid2_18,3,2,18,1,0,1,1.0,0.0
uid2_18,4,1,18,1,0,1,1.0,0.0
uid2_18,4,3,18,0,1,1,0.0,1.0
uid2_18,4,4,18,1,0,1,1.0,0.0
uid3_18,4,1,18,1,1,2,0.5,0.5
uid3_18,4,2,18,0,1,1,0.0,1.0
uid3_18,4,3,18,1,0,1,1.0,0.0
uid3_18,4,4,18,1,0,1,1.0,0.0
uid3_18,4,5,18,0,1,1,0.0,1.0
uid4_18,3,2,18,1,0,1,1.0,0.0
uid4_18,4,3,18,0,1,1,0.0,1.0
uid4_18,5,2,18,0,1,1,0.0,1.0
uid5_18,4,1,18,1,0,1,1.0,0.0
uid5_18,4,2,18,0,1,1,0.0,1.0
uid5_18,4,3,18,1,0,1,1.0,0.0
uid5_18,5,3,18,1,0,1,1.0,0.0
uid6_18,3,3,18,1,0,1,1.0,0.0
uid6_18,4,1,18,0,1,1,0.0,1.0
uid6_18,4,2,18,0,1,1,0.0,1.0
uid6_18,4,3,18,0,1,1,0.0,1.0
uid7_18,4,1,18,1,0,1,1.0,0.0
uid7_18,4,2,18,0,1,1,0.0,1.0
uid7_18,4,3,18,0,1,1,0.0,1.0
uid7_18,5,2,18,1,0,1,1.0,0.0
uid8_18,3,2,18,1,0,1,1.0,0.0
uid8_18,4,3,18,0,1,1,0.0,1.0
uid8_18,5,2,18,1,0,1,1.0,0.0
uid9_18,3,1,18,1,0,1,1.0,0.0
uid9_18,3,2,18,0,1,1,0.0,1.0
uid9_18,3,3,18,0,1,1,0.0,1.0
uid9_18,5,3,18,0,1,1,0.0,1.0
uid1_19,4,4,19,1,0,1,1.0,0.0
uid1_19,5,1,19,2,2,4,0.5,0.5
uid1_19,5,2,19,2,1,3,0.6666666666666666,0.3333333333333333
uid1_19,5,3,19,1,1,2,0.5,0.5
uid1_19,5,4,19,2,1,3,0.6666666666666666,0.3333333333333333
uid1_19,5,5,19,1,1,2,0.5,0.5
uid1_19,5,6,19,0,1,1,0.0,1.0
uid10_19,4,1,19,2,2,4,0.5,0.5
uid10_19,4,2,19,4,0,4,1.0,0.0
uid10_19,4,3,19,2,2,4,0.5,0.5
uid10_19,4,4,19,1,1,2,0.5,0.5
uid10_19,4,5,19,2,1,3,0.6666666666666666,0.3333333333333333
uid10_19,4,6,19,0,2,2,0.0,1.0
uid10_19,4,7,19,1,0,1,1.0,0.0
uid10_19,4,8,19,0,1,1,0.0,1.0
uid10_19,5,3,19,1,0,1,1.0,0.0
uid11_19,3,1,19,1,1,2,0.5,0.5
uid11_19,3,2,19,1,1,2,0.5,0.5
uid11_19,3,3,19,2,1,3,0.6666666666666666,0.3333333333333333
uid11_19,3,4,19,1,0,1,1.0,0.0
uid11_19,3,5,19,0,1,1,0.0,1.0
uid11_19,3,6,19,0,1,1,0.0,1.0
uid11_19,4,3,19,1,1,2,0.5,0.5
uid11_19,4,6,19,0,1,1,0.0,1.0
uid12_19,4,7,19,1,0,1,1.0,0.0
uid12_19,5,1,19,3,2,5,0.6,0.4
uid12_19,5,2,19,3,2,5,0.6,0.4
uid12_19,5,3,19,3,1,4,0.75,0.25
uid12_19,5,4,19,2,1,3,0.6666666666666666,0.3333333333333333
uid12_19,5,5,19,1,1,2,0.5,0.5
uid12_19,5,6,19,1,0,1,1.0,0.0
uid12_19,5,7,19,1,0,1,1.0,0.0
uid13_19,4,1,19,3,2,5,0.6,0.4
uid13_19,4,2,19,2,2,4,0.5,0.5
uid13_19,4,3,19,1,2,3,0.3333333333333333,0.6666666666666666
uid13_19,4,4,19,3,0,3,1.0,0.0
uid13_19,4,5,19,2,1,3,0.6666666666666666,0.3333333333333333
uid13_19,4,6,19,2,0,2,1.0,0.0
uid13_19,4,7,19,1,0,1,1.0,0.0
uid14_19,3,1,19,1,0,1,1.0,0.0
uid14_19,4,1,19,1,1,2,0.5,0.5
uid14_19,4,2,19,1,0,1,1.0,0.0
uid14_19,4,3,19,2,0,2,1.0,0.0
uid14_19,4,4,19,1,0,1,1.0,0.0
uid14_19,4,5,19,1,0,1,1.0,0.0
uid14_19,4,6,19,1,0,1,1.0,0.0
uid14_19,4,7,19,1,0,1,1.0,0.0
uid14_19,4,8,19,1,0,1,1.0,0.0
uid14_19,5,1,19,0,1,1,0.0,1.0
uid2_19,4,1,19,1,1,2,0.5,0.5
uid2_19,4,2,19,0,1,1,0.0,1.0
uid2_19,4,3,19,0,1,1,0.0,1.0
uid2_19,4,4,19,1,0,1,1.0,0.0
uid2_19,4,5,19,0,1,1,0.0,1.0
uid2_19,5,1,19,1,1,2,0.5,0.5
uid2_19,5,2,19,0,1,1,0.0,1.0
uid2_19,5,3,19,0,2,2,0.0,1.0
uid2_19,5,4,19,0,1,1,0.0,1.0
